,index,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,year,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA
2212,14,15,추승우,한화,0.233,105,233,193,28,45,2,0,2.0,53,17,2,2,2009,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2213,15,16,박노민,한화,0.226,46,100,93,8,21,3,0,5.0,39,14,1,0,2009,1.0,0,0,0,2,0.000,0.167,0.167,0,0.0,0.0,0,2.0,3,0.67,0,-,4.00,0.000,-0.9,0.075
2214,16,17,김민재,한화,0.206,105,308,272,33,56,11,1,4.0,81,29,6,2,2009,0.0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,0,0.0,1,0.00,0,0.00,4.50,0.000,-0.2,0.0
2215,17,18,김강석,한화,0.200,3,5,5,1,1,0,0,0.0,1,0,0,0,2009,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2216,18,18,정현석,한화,0.200,24,60,55,7,11,2,0,0.0,13,2,2,0,2009,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2217,19,18,최진행,한화,0.200,28,65,55,6,11,3,0,2.0,20,8,0,1,2009,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2218,20,21,이희근,한화,0.158,42,47,38,5,6,1,0,1.0,10,4,3,0,2009,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2219,21,22,김회성,한화,0.143,20,32,28,3,4,2,0,0.0,6,1,0,0,2009,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2220,22,23,이양기,한화,0.095,15,24,21,1,2,0,0,0.0,2,0,1,0,2009,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2221,23,24,강병수,한화,0.000,16,13,11,3,0,0,0,0.0,0,0,0,0,2009,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2222,24,24,구대성,한화,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2009,0.0,0,0,3,0,0.000,0.000,0.000,0,0.0,0.0,0,0.0,0,-,0,0.00,5.33,0.000,-0.3,0.0
2223,25,24,양훈,한화,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2009,2.0,0,0,4,1,0.500,0.462,0.962,1,0.222,0.2,2,7.0,3,2.33,0,0.50,3.50,0.083,4.5,0.333
2224,26,24,윤규진,한화,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2009,40.0,2,16,73,12,0.433,0.388,0.821,25,0.278,1.0,30,105.0,77,1.36,0,0.55,3.77,0.133,60.2,0.283
2225,27,24,최연오,한화,0.000,5,4,4,0,0,0,0,0.0,0,0,0,0,2009,7.0,0,2,11,0,0.453,0.354,0.807,7,0.333,0.0,6,25.0,26,0.96,0,0.64,3.90,0.163,14.6,0.273
2226,28,24,최영필,한화,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2009,9.0,0,0,22,0,0.328,0.356,0.684,4,0.238,0.0,3,10.0,15,0.67,0,0.41,4.42,0.063,8.7,0.242
2227,29,24,토마스,한화,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2009,86.0,3,13,99,9,0.422,0.418,0.840,21,0.313,0.0,28,79.0,96,0.82,0,0.87,4.21,0.157,70.8,0.294
2228,0,24,한윤섭,한화,0.0,22,10,9,2,0,0,0,0.0,0,1,0,0,2009,15.0,0,3,28,4,0.371,0.321,0.692,9,0.25,0.306,14,66.0,56,1.18,0,0.54,3.70,0.109,23.7,0.237
2229,0,1,정상호,SK,0.323,35,66,62,14,20,4,0,6.0,42,14,0,0,2010,47.0,1,9,131,15,0.515,0.339,0.854,31,0.301,0.0,54,108.0,106,1.02,0,0.36,3.90,0.254,77.3,0.281
2230,1,2,김강민,SK,0.317,115,450,401,74,127,19,2,10.0,180,72,11,3,2010,21.0,1,2,68,5,0.369,0.316,0.685,18,0.295,0.333,17,75.0,54,1.39,0,0.31,3.76,0.110,30.1,0.234
2231,2,3,안치용,SK,0.313,30,58,48,3,15,1,0,1.0,19,4,0,1,2010,23.0,1,0,29,2,0.323,0.346,0.669,9,0.3,0.125,9,46.0,44,1.05,0,0.79,4.16,0.070,19.4,0.236
2232,3,4,박정권,SK,0.306,124,505,431,76,132,19,4,18.0,213,76,2,4,2010,43.0,0,1,33,10,0.324,0.343,0.667,19,0.2,0.25,13,116.0,85,1.36,0,1.30,3.85,0.071,37.2,0.235
2233,4,5,정근우,SK,0.305,128,563,485,75,148,25,2,2.0,183,48,22,1,2010,27.0,1,0,54,10,0.419,0.318,0.737,10,0.244,0.083,23,89.0,50,1.78,0,0.50,3.94,0.170,32.6,0.248
2234,5,6,박정환,SK,0.304,44,104,92,15,28,9,0,1.0,40,10,4,0,2010,35.0,1,2,35,9,0.329,0.344,0.673,13,0.311,0.0,12,76.0,70,1.09,0,1.00,4.26,0.084,27.5,0.237
2235,6,7,최정,SK,0.300,123,493,400,84,120,31,1,20.0,213,80,16,8,2010,29.0,0,6,62,3,0.319,0.322,0.641,14,0.217,0.208,14,84.0,56,1.50,0,0.47,3.69,0.085,29.9,0.225
2236,7,8,김재현,SK,0.288,111,328,267,41,77,17,0,10.0,124,48,4,3,2010,26.0,0,6,57,4,0.328,0.290,0.618,22,0.28,0.0,21,116.0,118,0.98,0,0.46,3.74,0.096,36.9,0.213
2237,8,9,이호준,SK,0.278,85,219,194,19,54,9,0,8.0,87,46,0,4,2010,12.0,0,0,26,2,0.295,0.320,0.615,4,0.273,0.286,4,24.0,18,1.33,0,0.46,4.07,0.068,8.6,0.218
2238,9,10,나주환,SK,0.269,100,353,305,49,82,13,2,7.0,120,42,16,2,2010,2.0,0,3,5,1,0.322,0.281,0.603,2,0.1,0.0,4,13.0,28,0.46,0,0.40,3.54,0.102,4.7,0.207
2239,10,11,박경완,SK,0.262,129,472,381,51,100,20,0,14.0,162,67,15,3,2010,1.0,0,0,6,0,0.286,0.267,0.553,1,0.333,0.143,1,2.0,3,0.67,0,0.17,4.13,0.071,1.0,0.192
2240,11,12,이재원,SK,0.257,54,79,70,8,18,5,0,1.0,26,7,1,1,2010,26.0,0,0,52,0,0.321,0.317,0.638,3,0.25,0.0,8,43.0,30,1.43,0,0.50,4.08,0.115,21.0,0.223
2241,12,13,박재상,SK,0.255,97,384,321,57,82,19,1,6.0,121,42,13,5,2010,0.0,0,0,2,0,0.200,0.200,0.400,0,0.0,0.0,0,2.0,0,-,0,0.00,4.00,0.000,0.1,0.14
2242,13,14,이명기,SK,0.250,4,5,4,1,1,0,0,0.0,1,0,0,0,2010,12.0,0,2,57,7,0.222,0.247,0.469,8,0.222,0.125,5,75.0,45,1.67,0,0.21,3.91,0.023,9.7,0.167
2243,14,15,조동화,SK,0.244,115,300,250,38,61,7,1,3.0,79,27,14,2,2010,1.0,0,1,16,1,0.351,0.231,0.582,2,0.0,0.0,4,10.0,4,2.50,0,0.06,4.10,0.162,2.6,0.192
2244,15,16,김연훈,SK,0.243,73,146,136,20,33,4,1,0.0,39,4,7,0,2010,10.0,0,6,33,6,0.191,0.268,0.459,4,0.263,0.0,1,48.0,31,1.55,0,0.30,3.82,0.007,6.0,0.168
2245,16,17,임훈,SK,0.233,76,202,172,22,40,8,2,1.0,55,14,7,3,2010,7.0,0,2,11,1,0.167,0.275,0.442,1,0.143,0.111,0,24.0,15,1.60,0,0.64,4.30,0.000,3.8,0.166
2246,17,18,권용관,SK,0.227,61,180,154,14,35,6,1,3.0,52,21,9,2,2010,3.0,0,0,4,1,0.292,0.259,0.551,0,0.333,0.333,2,10.0,6,1.67,0,0.75,4.04,0.125,2.0,0.19
2247,18,19,박재홍,SK,0.220,82,219,191,22,42,7,0,8.0,73,27,3,1,2010,7.0,0,5,10,1,0.227,0.321,0.548,1,0.25,0.222,2,12.0,16,0.75,0,0.70,4.16,0.091,5.0,0.201
2248,19,20,최동수,SK,0.204,56,121,108,13,22,2,0,3.0,33,13,0,3,2010,0.0,0,0,2,0,0.095,0.095,0.190,0,0.0,0.125,0,6.0,11,0.55,0,0.00,3.19,0.000,-1.0,0.067
2249,20,21,모창민,SK,0.183,65,67,60,14,11,2,0,1.0,16,2,2,0,2010,0.0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,0,0.0,1,0.00,0,0.00,3.50,0.000,-0.2,0.0
2250,21,22,안경현,SK,0.154,8,15,13,2,2,0,0,1.0,5,2,1,0,2010,2.0,0,0,1,1,0.000,0.222,0.222,0,0.0,0.0,0,5.0,1,5.00,0,2.00,4.67,0.000,-0.3,0.1
2251,22,23,최윤석,SK,0.092,47,93,76,13,7,2,0,0.0,9,2,7,1,2010,2.0,0,0,7,1,0.000,0.105,0.105,0,0.0,0.0,0,7.0,3,2.33,0,0.29,4.26,0.000,-1.3,0.047
2252,23,24,가득염,SK,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2253,24,24,고효준,SK,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2254,25,24,김광현,SK,0.000,1,1,1,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2255,26,24,박상현,SK,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2256,27,24,박희수,SK,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2257,28,24,송은범,SK,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2258,29,24,이승호,SK,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2259,0,24,전병두,SK,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2260,1,24,정우람,SK,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2261,2,24,최경철,SK,0.000,1,2,2,0,0,0,0,0.0,0,0,0,0,2010,1.0,0,0,2,0,0.000,0.167,0.167,0,0.0,0.0,0,2.0,1,2.00,0,0.50,4.17,0.000,-0.1,0.075
2262,3,24,하지호,SK,0.000,9,7,7,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2263,0,1,채상병,삼성,0.355,17,34,31,5,11,2,0,1.0,16,5,0,1,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2264,1,2,박석민,삼성,0.303,112,457,356,58,108,18,0,15.0,171,64,5,5,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2265,2,3,박한이,삼성,0.301,128,470,379,64,114,21,2,11.0,172,63,10,5,2010,61.0,6,10,77,15,0.667,0.444,1.111,51,0.426,0.0,57,96.0,134,0.72,0,0.79,3.77,0.303,121.8,0.367
2266,3,4,조동찬,삼성,0.292,95,377,332,61,97,20,2,9.0,148,51,9,1,2010,54.0,3,7,49,18,0.601,0.427,1.028,54,0.438,0.0,55,110.0,126,0.87,0,1.10,3.80,0.251,96.5,0.342
2267,4,5,채태인,삼성,0.292,102,396,356,48,104,13,0,14.0,159,54,2,3,2010,35.0,1,4,58,8,0.469,0.390,0.859,44,0.324,0.0,39,116.0,104,1.12,0,0.60,3.77,0.133,70.8,0.293
2268,5,6,배영섭,삼성,0.292,11,26,24,5,7,2,0,0.0,9,3,0,0,2010,0.0,0,0,1,0,0.333,0.333,0.666,0,0.5,0.5,0,1.0,0,-,0,0.00,2.67,0.000,0.3,0.233
2269,6,7,신명철,삼성,0.280,125,476,397,56,111,22,1,9.0,162,57,13,6,2010,50.0,0,1,82,2,0.438,0.377,0.815,37,0.309,0.1,34,132.0,84,1.57,0,0.61,3.98,0.133,72.1,0.279
2270,7,8,최형우,삼성,0.279,121,506,420,71,117,29,1,24.0,220,97,2,5,2010,42.0,1,8,65,16,0.524,0.376,0.900,33,0.366,0.0,43,102.0,123,0.83,0,0.65,3.82,0.220,73.6,0.3
2271,8,9,조영훈,삼성,0.275,67,159,138,22,38,6,1,6.0,64,17,3,2,2010,8.0,0,0,15,1,0.382,0.353,0.735,6,0.25,0.0,6,26.0,14,1.86,0,0.53,3.56,0.092,10.1,0.254
2272,9,10,이영욱,삼성,0.272,120,479,408,68,111,19,2,4.0,146,42,9,4,2010,26.0,0,8,89,7,0.503,0.347,0.850,28,0.289,0.25,35,82.0,83,0.99,0,0.29,3.82,0.214,61.1,0.282
2273,10,11,오정복,삼성,0.271,100,263,221,39,60,10,1,7.0,93,36,9,4,2010,31.0,1,5,65,5,0.386,0.324,0.710,40,0.294,0.0,31,135.0,154,0.88,0,0.48,3.41,0.109,66.9,0.242
2274,11,12,강명구,삼성,0.270,55,70,63,17,17,5,0,0.0,22,9,4,0,2010,10.0,0,2,49,12,0.404,0.283,0.687,19,0.319,0.25,27,93.0,88,1.06,0,0.20,3.60,0.147,31.0,0.228
2275,12,13,진갑용,삼성,0.263,100,320,259,36,68,8,0,10.0,106,28,13,1,2010,49.0,1,2,123,4,0.476,0.328,0.804,31,0.248,0.0,43,104.0,99,1.05,0,0.40,3.87,0.224,70.8,0.267
2276,13,14,이정식,삼성,0.258,50,104,93,12,24,3,0,1.0,30,7,5,0,2010,2.0,0,4,16,0,0.317,0.295,0.612,4,0.348,0.375,5,28.0,18,1.56,0,0.13,3.31,0.073,7.9,0.212
2277,14,15,김상수,삼성,0.245,101,338,282,37,69,7,3,0.0,82,22,12,1,2010,15.0,1,4,40,3,0.335,0.308,0.643,9,0.184,0.0,11,50.0,45,1.11,0,0.38,3.91,0.098,19.5,0.222
2278,15,16,양준혁,삼성,0.239,64,175,142,10,34,6,0,1.0,43,20,0,2,2010,32.0,0,4,73,10,0.350,0.303,0.653,18,0.291,0.0,23,94.0,74,1.27,0,0.44,3.81,0.124,34.2,0.224
2279,16,17,강봉규,삼성,0.237,89,279,232,38,55,12,0,4.0,79,26,4,1,2010,6.0,0,1,18,5,0.235,0.248,0.483,7,0.219,0.0,3,61.0,42,1.45,0,0.33,3.40,0.020,7.7,0.17
2280,17,18,박진만,삼성,0.237,46,161,131,14,31,5,1,1.0,41,14,3,2,2010,6.0,0,0,27,0,0.250,0.226,0.476,3,0.222,0.125,5,23.0,32,0.72,0,0.22,3.82,0.070,5.0,0.164
2281,18,19,손주인,삼성,0.192,27,32,26,2,5,3,0,0.0,8,3,2,0,2010,1.0,0,2,18,0,0.244,0.208,0.452,1,0.0,0.0,2,12.0,8,1.50,0,0.06,3.86,0.089,2.2,0.155
2282,19,19,현재윤,삼성,0.192,53,92,78,4,15,1,0,1.0,19,7,3,0,2010,3.0,0,1,10,1,0.163,0.189,0.352,1,0.063,0.0,2,17.0,16,1.06,0,0.30,3.79,0.041,0.8,0.126
2283,20,21,임익준,삼성,0.175,64,67,63,10,11,0,0,0.0,11,5,3,1,2010,1.0,0,0,3,0,0.222,0.200,0.422,0,0.333,0.0,1,3.0,2,1.50,0,0.33,4.00,0.111,0.3,0.146
2284,21,22,권오준,삼성,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2010,1.0,0,1,11,1,0.129,0.152,0.281,1,0.0,0.091,1,9.0,8,1.13,0,0.09,3.88,0.032,0.0,0.101
2285,22,22,권혁,삼성,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2286,23,22,김효남,삼성,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2287,24,22,윤성환,삼성,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,0,0.0,1,0.00,0,-,4.00,0.000,-0.1,0.0
2288,25,22,장원삼,삼성,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2289,26,22,정현욱,삼성,-,4,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,0,1.0,0,-,0,0.00,4.00,0.000,-0.2,0.0
2290,27,22,정형식,삼성,0.000,7,3,2,3,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2291,28,22,허승민,삼성,0.000,14,3,3,1,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2292,0,1,김동길,두산,0.400,8,5,5,2,2,1,1,0.0,5,1,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2293,1,2,정수빈,두산,0.322,76,156,143,35,46,8,6,1.0,69,19,1,2,2010,0.0,0,0,0,0,0.500,0.500,1.000,0,0.0,0.0,0,0.0,1,0.00,0,-,2.00,0.000,0.4,0.35
2294,2,3,최준석,두산,0.321,127,482,424,63,136,26,1,22.0,230,82,1,2,2010,0.0,0,0,0,1,0.333,0.333,0.666,0,0.0,0.0,0,4.0,2,2.00,0,-,2.67,0.000,0.6,0.233
2295,3,4,이두환,두산,0.320,13,30,25,2,8,1,0,1.0,12,6,0,2,2010,63.0,2,9,33,5,0.401,0.427,0.828,39,0.247,0.0,21,143.0,108,1.32,0,1.91,4.26,0.069,79.2,0.292
2296,4,5,김현수,두산,0.317,132,565,473,88,150,29,0,24.0,251,89,0,8,2010,33.0,1,3,55,13,0.431,0.373,0.804,32,0.348,0.5,30,116.0,90,1.29,0,0.60,3.59,0.116,56.3,0.276
2297,5,6,이종욱,두산,0.312,114,471,413,66,129,16,2,5.0,164,45,6,3,2010,1.0,0,0,5,0,1.000,0.357,1.357,0,0.5,0.0,4,3.0,1,3.00,0,0.20,4.00,0.692,4.1,0.411
2298,6,7,김동주,두산,0.295,110,470,387,60,114,22,0,20.0,196,67,1,5,2010,35.0,0,4,63,4,0.519,0.384,0.903,22,0.267,0.2,27,59.0,82,0.72,0,0.56,4.01,0.216,56.0,0.303
2299,7,8,임재철,두산,0.292,96,173,130,27,38,5,2,3.0,56,18,3,1,2010,75.0,3,7,56,8,0.528,0.440,0.968,26,0.316,0.0,38,75.0,96,0.78,0,1.34,4.20,0.226,75.0,0.33
2300,8,9,민병헌,두산,0.286,64,80,70,23,20,2,1,0.0,24,4,1,0,2010,50.0,0,2,42,8,0.373,0.380,0.753,27,0.296,0.0,18,117.0,84,1.39,0,1.19,3.90,0.084,52.7,0.264
2301,9,10,오재원,두산,0.276,123,421,384,59,106,17,3,0.0,129,37,2,2,2010,39.0,2,0,61,7,0.459,0.379,0.838,23,0.324,0.0,24,63.0,51,1.24,0,0.64,4.16,0.178,40.7,0.285
2302,10,11,손시헌,두산,0.273,128,499,433,51,118,19,1,8.0,163,62,10,3,2010,22.0,1,1,35,6,0.387,0.337,0.724,12,0.306,0.273,19,71.0,67,1.06,0,0.63,3.53,0.111,30.6,0.248
2303,11,12,이원석,두산,0.268,104,330,291,36,78,14,4,8.0,124,49,7,2,2010,32.0,1,0,28,4,0.375,0.343,0.718,19,0.247,0.167,22,94.0,79,1.19,0,1.14,4.10,0.104,36.3,0.248
2304,12,13,양의지,두산,0.267,127,430,374,48,100,14,1,20.0,176,68,5,3,2010,20.0,0,2,38,4,0.333,0.329,0.662,12,0.271,0.067,12,53.0,74,0.72,0,0.53,3.82,0.068,25.2,0.231
2305,13,14,이성열,두산,0.263,129,484,419,77,110,27,1,24.0,211,86,9,3,2010,37.0,1,9,83,12,0.415,0.338,0.753,25,0.271,0.667,29,102.0,83,1.23,0,0.45,3.92,0.160,50.6,0.256
2306,14,15,유재웅,두산,0.258,53,105,97,17,25,6,0,7.0,52,25,1,0,2010,0.0,0,0,0,0,0.250,0.250,0.500,0,0.0,0.0,0,3.0,0,-,0,-,3.75,0.000,0.2,0.175
2307,15,16,최승환,두산,0.250,42,49,44,5,11,2,0,0.0,13,5,1,1,2010,49.0,0,5,52,12,0.336,0.353,0.689,15,0.282,0.0,15,83.0,98,0.85,0,0.94,4.10,0.095,38.4,0.243
2308,16,17,김재호,두산,0.224,83,102,85,11,19,3,1,0.0,24,8,2,0,2010,3.0,0,2,12,3,0.306,0.296,0.602,0,0.167,0.333,4,15.0,11,1.36,0,0.25,3.67,0.082,3.5,0.21
2309,17,18,고영민,두산,0.205,100,344,293,53,60,10,1,6.0,90,35,2,1,2010,20.0,0,4,31,7,0.342,0.330,0.672,6,0.263,0.182,12,47.0,40,1.18,0,0.65,3.79,0.118,16.9,0.234
2310,18,19,용덕한,두산,0.136,43,52,44,7,6,2,0,0.0,8,0,2,0,2010,27.0,0,5,59,5,0.324,0.299,0.623,13,0.25,0.214,18,79.0,82,0.96,0,0.46,3.53,0.103,30.4,0.216
2311,19,20,고창성,두산,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2010,4.0,0,1,13,0,0.298,0.288,0.586,2,0.182,0.0,2,10.0,14,0.71,0,0.31,3.94,0.085,4.6,0.204
2312,20,20,김승회,두산,0.000,2,1,1,0,0,0,0,0.0,0,0,0,0,2010,17.0,0,4,71,6,0.351,0.256,0.607,12,0.268,0.375,23,52.0,95,0.55,0,0.24,3.96,0.151,24.2,0.203
2313,21,20,노경은,두산,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2010,24.0,0,1,26,2,0.293,0.329,0.622,4,0.286,0.222,6,45.0,29,1.55,0,0.92,4.05,0.098,14.5,0.221
2314,22,20,박정배,두산,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2010,1.0,0,0,6,0,0.150,0.190,0.340,0,0.167,0.0,0,8.0,3,2.67,0,0.17,3.76,0.000,0.4,0.123
2315,23,20,성영훈,두산,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2010,1.0,0,0,9,0,0.125,0.118,0.243,0,0.0,0.0,1,3.0,3,1.00,0,0.11,4.06,0.063,0.2,0.084
2316,24,20,오현근,두산,0.000,3,2,2,1,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2317,25,20,오현택,두산,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2318,26,20,유희관,두산,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2010,1.0,0,0,3,1,0.000,0.100,0.100,0,0.0,0.0,0,4.0,2,2.00,0,0.33,3.30,0.000,-0.9,0.045
2319,27,20,이용찬,두산,0.000,3,1,1,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,1,2,0.000,0.000,0.000,0,0.0,0.0,0,4.0,0,-,0,0.00,3.80,0.000,-1.2,0.0
2320,28,20,이재학,두산,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2321,29,20,임태훈,두산,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2322,0,20,정재훈,두산,-,4,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2323,1,20,조규수,두산,-,1,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2324,2,20,조승수,두산,-,2,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2325,3,20,홍상삼,두산,-,3,0,0,0,0,0,0,0.0,0,0,0,0,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2326,0,1,이대호,롯데,0.364,127,552,478,99,174,13,0,44.0,319,133,0,3,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2327,1,2,홍성흔,롯데,0.350,111,498,431,88,151,28,1,26.0,259,116,1,5,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2328,2,3,조성환,롯데,0.336,111,458,414,83,139,31,0,8.0,194,52,2,3,2010,0.0,0,0,0,0,-,-,-,0,0.0,0.0,0,0.0,0,-,0,-,-,-,0.0,0.0
2329,3,4,변용선,롯데,0.333,3,3,3,1,1,0,0,0.0,1,1,0,0,2010,0.0,0,0,3,0,0.400,0.400,0.800,0,0.0,0.0,0,0.0,0,-,0,0.00,4.40,0.000,0.7,0.28
2330,4,5,손아섭,롯데,0.306,121,487,422,85,129,23,0,11.0,185,47,9,5,2010,76.0,15,5,88,8,0.617,0.427,1.044,48,0.35,0.0,70,95.0,144,0.66,0,0.86,4.14,0.277,116.9,0.346
2331,5,6,강민호,롯데,0.305,117,465,410,66,125,19,1,23.0,215,72,0,5,2010,29.0,1,9,47,9,0.356,0.363,0.719,28,0.219,0.0,17,120.0,75,1.60,0,0.62,3.86,0.062,47.0,0.252
2332,6,7,정보명,롯데,0.289,30,86,76,6,22,5,1,0.0,29,9,1,1,2010,47.0,1,7,61,7,0.352,0.362,0.714,29,0.292,0.0,22,120.0,113,1.06,0,0.77,3.99,0.074,56.8,0.251
2333,7,8,전준우,롯데,0.289,114,394,350,56,101,14,2,19.0,176,57,5,5,2010,59.0,1,13,105,13,0.442,0.374,0.816,32,0.324,0.0,42,114.0,113,1.01,0,0.56,4.21,0.164,75.1,0.279
2334,8,9,김주찬,롯데,0.276,118,535,485,89,134,18,4,9.0,187,40,11,3,2010,35.0,2,3,53,10,0.402,0.357,0.759,14,0.325,0.313,17,84.0,72,1.17,0,0.66,4.08,0.129,40.6,0.261
2335,9,10,박종윤,롯데,0.257,110,322,307,32,79,17,2,8.0,124,51,1,2,2010,17.0,0,2,24,3,0.349,0.347,0.696,10,0.286,0.167,9,45.0,40,1.13,0,0.71,3.87,0.082,19.0,0.243
2336,10,11,가르시아,롯데,0.252,118,485,429,73,108,16,1,26.0,204,83,0,5,2010,1.0,0,2,19,5,0.336,0.282,0.618,7,0.308,0.0,6,27.0,38,0.71,0,0.05,3.60,0.071,8.8,0.211
