,순위,선수명,팀명,AVG,G,PA,AB,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,E,년도,경기타입
3,4,홍승규,삼성,0.300,4,13,10,3,0,0,0,1,0,1,2,0,0,1,0,1987,KBO 한국시리즈
4,5,장효조,삼성,0.214,4,18,14,3,0,0,0,2,0,1,4,0,2,0,1,1987,KBO 한국시리즈
5,6,류중일,삼성,0.200,4,14,10,2,0,0,0,0,0,0,3,0,2,0,0,1987,KBO 한국시리즈
6,6,오대석,삼성,0.200,3,11,10,2,0,0,0,0,0,0,1,0,2,0,0,1987,KBO 한국시리즈
7,8,이종두,삼성,0.167,4,15,12,2,2,0,0,1,0,0,2,1,1,0,0,1987,KBO 한국시리즈
8,8,허규옥,삼성,0.167,4,13,12,2,0,0,0,0,0,1,1,0,2,0,0,1987,KBO 한국시리즈
9,10,장태수,삼성,0.154,4,16,13,2,0,0,0,0,0,0,3,0,3,0,0,1987,KBO 한국시리즈
10,11,김성래,삼성,0.118,4,17,17,2,0,0,0,0,0,0,0,0,0,3,1,1987,KBO 한국시리즈
11,12,김동재,삼성,0.000,3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,1987,KBO 한국시리즈
12,12,김용국,삼성,0.000,3,6,4,0,0,0,0,0,0,0,1,0,1,0,2,1987,KBO 한국시리즈
13,12,손상득,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,KBO 한국시리즈
0,1,김용철,롯데,0.314,103,428,382,120,32,2,7,59,11,8,42,3,33,12,1,1987,KBO 정규시즌
1,2,박태호,롯데,0.306,50,79,72,22,4,0,0,8,0,0,5,0,8,4,2,1987,KBO 정규시즌
2,3,한영준,롯데,0.301,92,416,356,107,15,3,6,36,14,5,38,6,38,7,7,1987,KBO 정규시즌
3,4,박희찬,롯데,0.3,9,10,10,3,0,0,0,1,0,0,0,0,3,0,0,1987,KBO 정규시즌
4,5,유두열,롯데,0.299,67,263,234,70,15,2,4,22,6,6,22,2,17,7,1,1987,KBO 정규시즌
5,6,홍문종,롯데,0.287,108,466,415,119,19,4,7,49,25,9,40,5,26,5,3,1987,KBO 정규시즌
6,7,김석일,롯데,0.286,6,7,7,2,0,0,0,0,0,0,0,0,2,0,0,1987,KBO 정규시즌
7,8,정영기,롯데,0.28,97,312,286,80,7,1,0,22,4,2,23,1,21,7,16,1987,KBO 정규시즌
8,9,김용운,롯데,0.278,94,312,273,76,10,0,1,33,2,1,19,2,23,11,7,1987,KBO 정규시즌
9,10,김민호,롯데,0.264,104,397,337,89,15,2,4,50,9,2,50,2,36,7,8,1987,KBO 정규시즌
10,11,정구선,롯데,0.254,99,397,331,84,14,2,9,42,4,2,53,4,33,8,6,1987,KBO 정규시즌
11,12,임경택,롯데,0.242,44,68,62,15,3,1,0,8,1,0,5,0,9,3,0,1987,KBO 정규시즌
12,13,정학수,롯데,0.239,67,119,109,26,8,1,0,10,1,1,5,0,5,5,0,1987,KBO 정규시즌
13,14,조성옥,롯데,0.238,78,204,168,40,2,1,0,10,3,1,22,0,15,3,0,1987,KBO 정규시즌
14,15,김재상,롯데,0.233,52,83,73,17,1,1,0,6,9,6,7,0,5,1,0,1987,KBO 정규시즌
15,16,김용희,롯데,0.216,38,128,111,24,4,2,1,12,0,2,14,2,11,7,0,1987,KBO 정규시즌
16,17,정인교,롯데,0.214,17,34,28,6,0,0,0,4,0,0,4,1,2,3,4,1987,KBO 정규시즌
17,17,최계영,롯데,0.214,84,199,168,36,7,2,1,17,8,3,21,1,17,4,1,1987,KBO 정규시즌
18,19,박영태,롯데,0.213,24,54,47,10,2,0,0,2,1,1,5,2,10,1,3,1987,KBO 정규시즌
19,20,한문연,롯데,0.2,25,63,55,11,1,2,0,2,0,1,6,0,2,2,3,1987,KBO 정규시즌
20,21,우경하,롯데,0.186,36,83,70,13,2,1,0,7,0,0,7,3,9,4,2,1987,KBO 정규시즌
21,22,박용성,롯데,0.0,9,10,10,0,0,0,0,0,0,0,0,0,1,0,0,1987,KBO 정규시즌
22,22,이재성,롯데,0.0,6,7,6,0,0,0,0,0,1,0,1,0,1,0,1,1987,KBO 정규시즌
23,22,이창원,롯데,0.0,3,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1987,KBO 정규시즌
24,22,전종화,롯데,0.0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1987,KBO 정규시즌
25,22,정국헌,롯데,0.0,11,9,8,0,0,0,0,0,0,0,1,0,2,2,0,1987,KBO 정규시즌
0,1,김광림,OB,0.327,102,398,342,112,9,7,2,17,13,8,42,2,24,2,3,1987,KBO 정규시즌
1,2,김형석,OB,0.316,81,337,301,95,16,5,3,45,7,5,26,2,38,10,5,1987,KBO 정규시즌
2,3,박노준,OB,0.315,34,100,89,28,4,2,0,7,2,2,7,1,9,1,1,1987,KBO 정규시즌
3,4,이복근,OB,0.303,51,75,66,20,4,0,3,14,0,0,9,0,16,1,2,1987,KBO 정규시즌
4,5,박종훈,OB,0.284,80,294,264,75,10,1,6,34,5,3,22,0,15,4,2,1987,KBO 정규시즌
5,6,윤동균,OB,0.276,93,334,294,81,17,1,0,48,0,1,34,2,33,10,0,1987,KBO 정규시즌
6,7,이승희,OB,0.271,80,224,192,52,6,6,1,15,3,3,22,0,25,5,7,1987,KBO 정규시즌
7,8,신경식,OB,0.269,102,378,349,94,8,6,3,39,5,2,23,3,20,4,7,1987,KBO 정규시즌
8,9,김호근,OB,0.267,72,164,146,39,6,2,3,22,1,0,18,0,20,9,0,1987,KBO 정규시즌
9,10,김경문,OB,0.263,94,259,228,60,4,0,2,26,2,4,16,5,25,2,6,1987,KBO 정규시즌
10,11,김광수,OB,0.243,104,454,382,93,12,0,1,41,22,11,54,5,29,11,4,1987,KBO 정규시즌
11,12,김대진,OB,0.229,32,41,35,8,2,0,1,4,0,0,4,1,2,0,0,1987,KBO 정규시즌
12,13,구천서,OB,0.218,95,177,156,34,2,0,2,18,4,2,14,0,28,4,9,1987,KBO 정규시즌
13,14,이종도,OB,0.208,73,146,130,27,4,0,2,12,2,2,16,0,21,3,1,1987,KBO 정규시즌
14,15,양세종,OB,0.206,69,175,165,34,4,1,1,18,1,1,8,0,22,6,7,1987,KBO 정규시즌
15,16,유지훤,OB,0.205,95,294,263,54,9,3,0,18,3,4,19,3,17,11,25,1987,KBO 정규시즌
16,17,안대환,OB,0.2,29,12,10,2,1,0,0,0,0,1,2,0,1,0,0,1987,KBO 정규시즌
17,17,정종현,OB,0.2,7,11,10,2,1,0,0,3,0,0,1,0,1,0,1,1987,KBO 정규시즌
18,19,조범현,OB,0.15,49,88,80,12,2,0,0,6,1,0,2,0,12,3,2,1987,KBO 정규시즌
19,20,도이석,OB,0.13,38,24,23,3,2,0,0,3,1,0,1,0,6,0,0,1987,KBO 정규시즌
20,21,김명구,OB,0.125,19,18,16,2,0,0,0,1,1,0,2,0,2,0,0,1987,KBO 정규시즌
21,22,김진욱,OB,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1987,KBO 정규시즌
22,22,김진홍,OB,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1987,KBO 정규시즌
23,22,박현영,OB,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1987,KBO 정규시즌
24,22,최동창,OB,0.0,5,4,4,0,0,0,0,0,0,0,0,0,2,1,0,1987,KBO 정규시즌
0,1,유지훤,OB,0.500,5,19,16,8,1,0,0,2,0,0,1,1,1,2,2,1987,KBO 플레이오프
1,2,구천서,OB,0.357,5,17,14,5,0,0,0,2,0,0,3,0,0,1,0,1987,KBO 플레이오프
2,3,이복근,OB,0.333,2,3,3,1,1,0,0,2,0,0,0,0,0,0,0,1987,KBO 플레이오프
3,4,김광수,OB,0.294,5,22,17,5,2,0,0,0,0,0,4,1,2,0,0,1987,KBO 플레이오프
4,5,김경문,OB,0.286,5,15,14,4,1,1,0,4,0,0,0,0,0,1,1,1987,KBO 플레이오프
5,6,신경식,OB,0.250,5,20,20,5,0,1,0,2,0,0,0,0,0,2,0,1987,KBO 플레이오프
6,6,양세종,OB,0.250,3,4,4,1,0,0,0,0,0,0,0,0,0,1,0,1987,KBO 플레이오프
7,8,박노준,OB,0.238,5,22,21,5,1,0,0,2,0,0,1,0,0,1,1,1987,KBO 플레이오프
8,9,김광림,OB,0.235,5,19,17,4,0,0,0,2,0,0,1,0,0,0,0,1987,KBO 플레이오프
9,10,윤동균,OB,0.222,4,10,9,2,0,0,0,2,0,1,1,0,1,0,0,1987,KBO 플레이오프
10,11,김호근,OB,0.154,5,17,13,2,1,0,0,1,0,0,2,1,0,1,0,1987,KBO 플레이오프
11,12,김대진,OB,0.000,2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1987,KBO 플레이오프
12,12,도이석,OB,0.000,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1987,KBO 플레이오프
13,12,박상열,OB,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,KBO 플레이오프
14,12,박철순,OB,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,KBO 플레이오프
15,12,안대환,OB,0.000,4,7,6,0,0,0,0,0,0,0,1,0,2,0,0,1987,KBO 플레이오프
16,12,이승희,OB,0.000,2,3,2,0,0,0,0,0,0,0,1,0,0,0,1,1987,KBO 플레이오프
17,12,이종도,OB,0.000,3,4,1,0,0,0,0,1,0,0,2,0,0,0,0,1987,KBO 플레이오프
18,12,조범현,OB,0.000,3,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1987,KBO 플레이오프
19,12,최일언,OB,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,KBO 플레이오프
0,1,김경표,MBC,0.300,15,24,20,6,0,0,0,4,0,0,3,0,2,1,1,1987,KBO 정규시즌
1,2,박흥식,MBC,0.300,101,418,347,104,8,9,2,36,15,5,46,8,28,8,2,1987,KBO 정규시즌
2,3,이광은,MBC,0.298,108,463,410,122,21,2,14,74,8,7,35,10,40,14,4,1987,KBO 정규시즌
3,4,김용달,MBC,0.286,31,49,42,12,2,0,1,8,0,0,7,0,11,2,1,1987,KBO 정규시즌
4,5,김재박,MBC,0.283,100,448,399,113,23,5,1,24,33,18,39,5,26,7,21,1987,KBO 정규시즌
5,6,최홍석,MBC,0.281,67,125,114,32,4,0,0,14,1,0,7,2,12,6,0,1987,KBO 정규시즌
6,7,김상훈,MBC,0.278,108,436,399,111,17,4,10,57,4,1,31,3,44,9,4,1987,KBO 정규시즌
7,8,김우근,MBC,0.275,44,84,69,19,2,1,0,4,2,2,9,1,5,1,0,1987,KBO 정규시즌
8,9,윤덕규,MBC,0.269,103,389,357,96,11,4,2,34,5,6,21,2,26,5,0,1987,KBO 정규시즌
9,10,송영운,MBC,0.259,35,36,27,7,0,1,0,4,0,0,8,1,4,0,0,1987,KBO 정규시즌
10,10,유지홍,MBC,0.259,26,28,27,7,0,0,0,2,0,0,1,0,5,1,0,1987,KBO 정규시즌
11,12,신언호,MBC,0.250,90,261,232,58,6,3,1,15,4,3,15,0,15,6,2,1987,KBO 정규시즌
12,13,유고웅,MBC,0.245,88,326,282,69,9,2,2,26,9,5,26,0,22,4,13,1987,KBO 정규시즌
13,14,김성수,MBC,0.222,12,19,18,4,1,0,0,0,0,0,1,0,1,0,0,1987,KBO 정규시즌
14,15,김인식,MBC,0.215,108,309,288,62,1,0,0,19,7,3,7,3,15,11,16,1987,KBO 정규시즌
15,16,차동열,MBC,0.212,53,96,85,18,4,0,0,4,0,0,6,0,14,1,6,1987,KBO 정규시즌
16,17,김영직,MBC,0.194,36,69,62,12,1,1,0,3,0,1,5,0,9,0,2,1987,KBO 정규시즌
17,18,심재원,MBC,0.188,69,146,128,24,1,0,1,6,1,3,16,1,18,1,4,1987,KBO 정규시즌
18,19,박철영,MBC,0.187,42,82,75,14,2,3,0,4,1,0,3,0,21,1,3,1987,KBO 정규시즌
19,20,서효인,MBC,0.182,18,36,33,6,0,0,1,4,0,0,1,0,8,0,1,1987,KBO 정규시즌
20,21,민경삼,MBC,0.164,77,149,128,21,3,3,1,16,1,0,8,7,23,2,4,1987,KBO 정규시즌
21,22,김봉기,MBC,0.143,34,16,14,2,1,0,0,1,0,0,1,0,2,0,0,1987,KBO 정규시즌
22,23,김문영,MBC,0.000,7,8,8,0,0,0,0,0,0,0,0,0,2,0,0,1987,KBO 정규시즌
23,23,유종겸,MBC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,KBO 정규시즌
24,23,정태관,MBC,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1987,KBO 정규시즌
25,23,황윤태,MBC,0.000,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1987,KBO 정규시즌
0,1,이정훈,빙그레,0.335,100,441,370,124,13,7,4,34,20,13,35,10,25,1,6,1987,KBO 정규시즌
1,2,김종문,빙그레,0.333,28,31,27,9,2,0,0,7,0,2,3,1,3,0,2,1987,KBO 정규시즌
2,3,조용호,빙그레,0.327,45,57,49,16,3,0,0,3,2,2,6,0,10,0,0,1987,KBO 정규시즌
3,4,고원부,빙그레,0.324,104,446,380,123,14,1,7,52,14,7,53,2,21,11,3,1987,KBO 정규시즌
4,5,유승안,빙그레,0.308,97,360,328,101,15,1,12,58,1,6,23,1,36,17,4,1987,KBO 정규시즌
5,6,전대영,빙그레,0.302,67,205,189,57,9,2,5,29,4,0,11,2,19,9,3,1987,KBO 정규시즌
6,7,김수길,빙그레,0.271,40,79,70,19,4,0,1,6,1,0,6,1,14,2,2,1987,KBO 정규시즌
7,8,장종훈,빙그레,0.27,95,331,281,76,15,0,8,34,1,6,30,9,62,4,26,1987,KBO 정규시즌
8,9,이강돈,빙그레,0.268,106,407,369,99,13,4,3,42,4,15,24,5,56,6,7,1987,KBO 정규시즌
9,10,강정길,빙그레,0.265,90,266,230,61,12,1,0,19,2,6,29,4,35,2,6,1987,KBO 정규시즌
10,11,이중화,빙그레,0.262,48,74,65,17,3,0,0,6,3,4,5,3,5,2,0,1987,KBO 정규시즌
11,12,김상국,빙그레,0.255,85,300,274,70,9,2,3,26,3,3,18,2,22,5,4,1987,KBO 정규시즌
12,13,임정면,빙그레,0.25,51,77,68,17,2,0,1,2,3,2,7,0,7,1,4,1987,KBO 정규시즌
13,14,정상진,빙그레,0.231,62,130,117,27,6,1,0,8,1,1,7,2,9,2,2,1987,KBO 정규시즌
14,15,김성갑,빙그레,0.23,108,434,382,88,19,1,0,12,9,7,27,4,42,6,8,1987,KBO 정규시즌
15,16,김종수,빙그레,0.212,43,78,66,14,0,0,0,5,2,1,8,1,7,2,5,1987,KBO 정규시즌
16,17,이광길,빙그레,0.203,74,188,148,30,5,0,1,12,7,6,25,4,22,7,7,1987,KBO 정규시즌
17,18,김한근,빙그레,0.2,34,61,55,11,1,0,2,7,0,1,4,1,11,3,1,1987,KBO 정규시즌
18,18,황병일,빙그레,0.2,43,62,55,11,0,1,1,7,0,1,4,0,10,3,0,1987,KBO 정규시즌
19,20,윤홍식,빙그레,0.167,11,8,6,1,0,1,0,0,1,1,0,2,2,0,0,1987,KBO 정규시즌
20,21,유해덕,빙그레,0.083,18,12,12,1,0,0,0,1,1,1,0,0,2,0,0,1987,KBO 정규시즌
21,22,김성호,빙그레,0.0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1987,KBO 정규시즌
22,22,김정태,빙그레,0.0,3,5,4,0,0,0,0,0,0,0,1,0,2,1,0,1987,KBO 정규시즌
0,1,김윤환,청보,0.283,89,282,237,67,17,3,6,42,13,5,34,0,37,6,3,1987,KBO 정규시즌
1,2,김동기,청보,0.277,105,414,350,97,21,0,9,48,3,5,51,4,55,7,6,1987,KBO 정규시즌
2,3,이광근,청보,0.267,75,167,150,40,8,1,0,11,0,1,13,1,23,2,1,1987,KBO 정규시즌
3,4,정현발,청보,0.264,103,329,284,75,16,2,13,49,4,8,39,0,59,2,3,1987,KBO 정규시즌
4,5,이선웅,청보,0.257,90,303,265,68,9,1,1,27,3,4,27,3,20,8,8,1987,KBO 정규시즌
5,6,고광수,청보,0.250,6,5,4,1,0,0,0,1,0,0,1,0,1,0,0,1987,KBO 정규시즌
6,6,정진호,청보,0.250,104,338,296,74,13,1,2,23,11,9,33,1,42,13,15,1987,KBO 정규시즌
7,8,김바위,청보,0.248,102,396,351,87,15,1,9,53,6,5,41,0,45,10,4,1987,KBO 정규시즌
8,9,양후승,청보,0.242,84,153,132,32,5,0,2,12,6,4,18,0,28,1,6,1987,KBO 정규시즌
9,10,김한조,청보,0.239,49,83,71,17,4,0,1,7,3,1,9,0,10,0,1,1987,KBO 정규시즌
10,11,김진우,청보,0.238,58,212,181,43,8,0,3,16,3,4,26,3,26,6,7,1987,KBO 정규시즌
11,12,권두조,청보,0.237,108,231,194,46,5,1,0,12,3,8,18,2,16,3,15,1987,KBO 정규시즌
12,13,이해창,청보,0.232,105,372,327,76,14,3,3,23,54,19,37,1,52,3,0,1987,KBO 정규시즌
13,14,김영균,청보,0.216,57,106,88,19,5,1,1,8,3,1,12,3,16,2,1,1987,KBO 정규시즌
14,15,양승관,청보,0.213,33,84,75,16,1,0,0,5,7,0,8,1,9,1,1,1987,KBO 정규시즌
15,16,오덕환,청보,0.210,59,113,100,21,0,0,0,5,2,1,8,0,10,1,3,1987,KBO 정규시즌
16,17,금광옥,청보,0.204,39,57,54,11,3,0,0,3,2,0,2,0,10,1,0,1987,KBO 정규시즌
17,18,김근석,청보,0.201,80,207,189,38,4,0,2,15,1,2,7,6,22,7,4,1987,KBO 정규시즌
18,19,김경갑,청보,0.178,38,48,45,8,1,0,2,7,0,0,3,0,8,1,2,1987,KBO 정규시즌
19,20,김진근,청보,0.130,32,24,23,3,0,0,0,0,0,1,1,0,3,3,2,1987,KBO 정규시즌
20,21,김경남,청보,0.129,58,77,62,8,2,0,0,4,2,1,10,1,8,2,1,1987,KBO 정규시즌
21,22,이연수,청보,0.048,20,25,21,1,0,0,0,1,1,1,2,1,2,0,0,1987,KBO 정규시즌
22,23,이동수,청보,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,KBO 정규시즌
23,23,이상훈,청보,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,KBO 정규시즌
0,1,선동열,해태,0.333,2,3,3,1,0,0,0,0,0,0,0,0,1,0,0,1988,KBO 정규시즌
1,2,김성한,해태,0.324,104,457,404,131,12,0,30,89,16,5,31,11,52,4,12,1988,KBO 정규시즌
2,3,서정환,해태,0.323,95,336,297,96,11,1,0,29,22,8,26,4,27,6,14,1988,KBO 정규시즌
3,4,한대화,해태,0.32,101,415,356,114,18,1,18,57,6,4,46,5,35,8,6,1988,KBO 정규시즌
4,5,이순철,해태,0.313,108,477,406,127,26,2,13,52,58,20,52,12,37,7,1,1988,KBO 정규시즌
5,6,김종모,해태,0.3,105,393,353,106,8,2,4,35,1,1,29,0,17,11,4,1988,KBO 정규시즌
6,7,김준환,해태,0.293,100,357,314,92,11,1,11,48,3,3,28,2,41,14,0,1988,KBO 정규시즌
7,8,김성규,해태,0.284,80,233,204,58,6,3,0,20,8,4,25,1,19,4,2,1988,KBO 정규시즌
8,9,백인수,해태,0.261,96,325,280,73,12,4,3,22,14,5,30,3,21,8,22,1988,KBO 정규시즌
9,10,김봉연,해태,0.257,82,209,187,48,4,0,5,22,1,0,13,0,8,4,1,1988,KBO 정규시즌
10,11,조충열,해태,0.253,62,105,95,24,3,0,1,8,0,1,4,1,11,6,8,1988,KBO 정규시즌
11,12,장채근,해태,0.249,107,383,338,84,16,0,26,58,2,1,36,0,64,11,8,1988,KBO 정규시즌
12,13,차영화,해태,0.214,54,85,70,15,0,0,0,5,0,3,6,2,6,1,3,1988,KBO 정규시즌
13,14,박철우,해태,0.188,36,72,69,13,4,0,0,7,1,0,2,0,10,2,0,1988,KBO 정규시즌
14,15,조재환,해태,0.184,25,45,38,7,1,0,0,0,1,0,6,1,4,1,2,1988,KBO 정규시즌
15,16,서창기,해태,0.167,14,8,6,1,0,0,0,0,0,0,2,0,3,0,0,1988,KBO 정규시즌
16,17,이건열,해태,0.141,56,85,78,11,1,0,1,10,0,1,4,1,11,5,1,1988,KBO 정규시즌
17,18,김평호,해태,0.13,79,62,54,7,0,0,0,4,3,2,3,0,7,2,1,1988,KBO 정규시즌
18,19,김무종,해태,0.125,9,9,8,1,1,0,0,0,0,0,0,1,0,1,1,1988,KBO 정규시즌
0,1,박철우,해태,1.0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1988,KBO 한국시리즈
1,1,조충열,해태,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1988,KBO 한국시리즈
2,3,서정환,해태,0.5,6,21,18,9,0,0,0,3,0,1,2,0,1,0,1,1988,KBO 한국시리즈
3,4,김준환,해태,0.318,6,23,22,7,2,0,0,5,0,0,1,0,1,0,0,1988,KBO 한국시리즈
4,5,김봉연,해태,0.3,6,20,20,6,1,0,0,2,0,0,0,0,1,1,0,1988,KBO 한국시리즈
5,5,이순철,해태,0.3,6,26,20,6,1,0,1,2,3,1,2,3,1,0,0,1988,KBO 한국시리즈
6,7,김성규,해태,0.273,6,26,22,6,1,0,0,2,1,0,4,0,6,1,1,1988,KBO 한국시리즈
7,8,백인수,해태,0.238,6,21,21,5,1,1,0,1,0,0,0,0,2,0,1,1988,KBO 한국시리즈
8,9,장채근,해태,0.19,6,21,21,4,1,0,0,0,0,1,0,0,4,1,0,1988,KBO 한국시리즈
9,10,한대화,해태,0.143,6,24,21,3,0,0,0,3,0,0,2,0,1,0,0,1988,KBO 한국시리즈
10,11,김종모,해태,0.05,6,22,20,1,0,0,0,1,0,0,0,1,3,0,0,1988,KBO 한국시리즈
11,12,김평호,해태,0.0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1988,KBO 한국시리즈
12,12,이건열,해태,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1988,KBO 한국시리즈
13,12,조재환,해태,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1988,KBO 한국시리즈
0,1,이강돈,빙그레,0.313,103,418,377,118,26,3,4,56,8,6,27,0,50,5,5,1988,KBO 정규시즌
1,2,이정훈,빙그레,0.309,96,414,366,113,20,3,4,34,18,9,37,4,26,4,1,1988,KBO 정규시즌
2,3,이중화,빙그레,0.305,68,116,105,32,2,0,1,19,2,2,6,1,5,3,0,1988,KBO 정규시즌
3,4,김한근,빙그레,0.296,82,218,199,59,10,0,5,30,2,3,17,1,16,5,3,1988,KBO 정규시즌
4,5,강정길,빙그레,0.284,98,342,299,85,16,1,4,32,7,3,26,10,26,11,6,1988,KBO 정규시즌
5,6,황병일,빙그레,0.283,31,59,53,15,3,0,1,4,2,0,5,1,13,1,1,1988,KBO 정규시즌
6,7,고원부,빙그레,0.277,98,368,321,89,13,1,9,50,10,1,29,6,17,14,2,1988,KBO 정규시즌
7,8,곽동열,빙그레,0.269,23,30,26,7,1,0,1,4,0,0,1,1,7,0,1,1988,KBO 정규시즌
8,9,유승안,빙그레,0.263,103,350,297,78,14,2,15,55,3,2,46,0,49,11,5,1988,KBO 정규시즌
9,10,이광길,빙그레,0.26,95,198,173,45,13,0,3,25,7,5,17,2,17,2,8,1988,KBO 정규시즌
10,11,김성갑,빙그레,0.253,101,291,257,65,11,2,1,31,5,3,16,2,29,3,3,1988,KBO 정규시즌
11,12,박성현,빙그레,0.25,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,1988,KBO 정규시즌
12,13,조용호,빙그레,0.246,76,142,130,32,6,1,0,4,3,5,4,2,22,0,3,1988,KBO 정규시즌
13,14,장종훈,빙그레,0.241,108,406,344,83,20,4,12,57,3,1,43,10,95,1,21,1988,KBO 정규시즌
14,15,김상국,빙그레,0.235,82,191,170,40,9,1,4,21,1,2,18,0,20,4,5,1988,KBO 정규시즌
15,16,김수길,빙그레,0.233,19,31,30,7,2,0,2,3,0,0,1,0,7,0,1,1988,KBO 정규시즌
16,17,정상진,빙그레,0.231,13,27,26,6,0,0,0,2,0,0,1,0,5,1,1,1988,KBO 정규시즌
17,18,조양근,빙그레,0.216,87,205,185,40,7,1,3,15,10,7,13,1,20,6,9,1988,KBO 정규시즌
18,19,전대영,빙그레,0.2,48,96,85,17,3,1,2,9,2,1,8,1,15,3,0,1988,KBO 정규시즌
19,20,송일섭,빙그레,0.195,44,139,113,22,1,1,2,14,0,1,16,9,16,3,0,1988,KBO 정규시즌
20,21,김종문,빙그레,0.167,7,6,6,1,0,0,0,0,0,0,0,0,0,0,0,1988,KBO 정규시즌
21,22,김광윤,빙그레,0.154,13,14,13,2,0,0,0,0,0,0,1,0,1,1,0,1988,KBO 정규시즌
22,23,임정면,빙그레,0.15,17,21,20,3,0,0,0,0,0,0,0,1,2,0,2,1988,KBO 정규시즌
23,24,오효근,빙그레,0.071,9,14,14,1,0,0,0,0,0,0,0,0,4,1,0,1988,KBO 정규시즌
24,25,유해덕,빙그레,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1988,KBO 정규시즌
25,25,이상군,빙그레,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1988,KBO 정규시즌
26,25,한희민,빙그레,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1988,KBO 정규시즌
0,1,김성갑,빙그레,0.444,3,11,9,4,1,0,0,1,0,1,1,1,0,0,0,1988,KBO 플레이오프
1,1,장종훈,빙그레,0.444,3,11,9,4,0,0,2,4,0,0,1,1,1,0,0,1988,KBO 플레이오프
2,3,강정길,빙그레,0.417,3,12,12,5,2,0,1,2,0,0,0,0,3,0,0,1988,KBO 플레이오프
3,4,이강돈,빙그레,0.308,3,14,13,4,1,0,1,2,0,1,1,0,1,0,0,1988,KBO 플레이오프
4,5,이정훈,빙그레,0.286,3,14,14,4,1,0,1,3,0,0,0,0,1,0,1,1988,KBO 플레이오프
5,6,고원부,빙그레,0.250,3,14,12,3,1,0,1,4,0,0,2,0,2,1,0,1988,KBO 플레이오프
6,7,김상국,빙그레,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,KBO 플레이오프
7,7,김한근,빙그레,0.000,2,4,3,0,0,0,0,0,0,0,1,0,1,0,0,1988,KBO 플레이오프
8,7,송일섭,빙그레,0.000,2,4,2,0,0,0,0,1,0,0,1,1,0,0,0,1988,KBO 플레이오프
9,7,유승안,빙그레,0.000,3,12,11,0,0,0,0,0,0,0,1,0,1,0,0,1988,KBO 플레이오프
10,7,이광길,빙그레,0.000,3,8,7,0,0,0,0,0,0,1,1,0,0,0,0,1988,KBO 플레이오프
11,7,이중화,빙그레,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1988,KBO 플레이오프
12,7,전대영,빙그레,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1988,KBO 플레이오프
13,7,조양근,빙그레,0.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1988,KBO 플레이오프
14,7,황병일,빙그레,-,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1988,KBO 플레이오프
0,1,이강돈,빙그레,0.44,6,26,25,11,2,0,1,5,0,0,1,0,6,0,0,1988,KBO 한국시리즈
1,2,유승안,빙그레,0.389,6,20,18,7,2,0,2,6,0,0,0,0,4,0,0,1988,KBO 한국시리즈
2,3,강정길,빙그레,0.375,6,18,16,6,2,0,0,1,0,0,2,0,4,0,1,1988,KBO 한국시리즈
3,4,이정훈,빙그레,0.318,6,25,22,7,0,0,0,3,2,2,3,0,4,0,0,1988,KBO 한국시리즈
4,5,조양근,빙그레,0.286,5,8,7,2,0,0,1,2,1,0,0,0,1,1,1,1988,KBO 한국시리즈
