,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,년도,경기타입,SB,CS,BB,HBP,SO,GDP,E
10,11,전준호,현대,0.250,13,43,40,,10,1,0,0,,1,,,2002,KBO 와일드카드,3,0,3,0,3,0,1
11,12,채종국,현대,0.231,12,14,13,,3,1,0,1,,3,,,2002,KBO 와일드카드,0,0,0,0,5,1,1
12,13,김일경,현대,0.200,6,5,5,,1,1,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,0,0,0
13,14,이숭용,현대,0.189,13,45,37,,7,1,0,2,,7,,,2002,KBO 와일드카드,0,0,8,0,5,2,0
14,15,조재호,현대,0.167,8,7,6,,1,0,0,0,,0,,,2002,KBO 와일드카드,0,2,1,0,2,1,0
15,16,김민우,현대,0.139,11,40,36,,5,0,0,0,,0,,,2002,KBO 와일드카드,2,1,3,1,9,0,2
16,17,이용주,현대,0.133,12,16,15,,2,0,0,0,,0,,,2002,KBO 와일드카드,0,0,1,0,4,0,0
17,18,강병식,현대,0.091,9,17,11,,1,0,0,1,,4,,,2002,KBO 와일드카드,0,0,5,0,4,0,0
18,19,정수성,현대,-,5,0,0,,0,0,0,0,,0,,,2002,KBO 와일드카드,2,0,0,0,0,0,0
0,1,박진만,현대,0.500,2,7,6,,3,0,0,0,,0,,,2002,KBO 플레이오프,1,0,1,0,1,0,1
1,1,서한규,현대,0.500,1,3,2,,1,0,0,0,,0,,,2002,KBO 플레이오프,0,0,0,0,0,0,1
2,3,심정수,현대,0.286,2,8,7,,2,1,0,0,,3,,,2002,KBO 플레이오프,0,0,1,0,2,0,1
3,3,전준호,현대,0.286,2,7,7,,2,0,0,0,,0,,,2002,KBO 플레이오프,0,1,0,0,1,0,0
4,5,박재홍,현대,0.222,2,9,9,,2,0,0,0,,0,,,2002,KBO 플레이오프,0,0,0,0,3,1,0
5,6,박경완,현대,0.200,2,7,5,,1,0,0,1,,1,,,2002,KBO 플레이오프,1,0,2,0,1,0,0
6,7,박종호,현대,0.143,2,9,7,,1,0,0,0,,0,,,2002,KBO 플레이오프,0,0,1,0,1,1,0
7,8,김일경,현대,-,1,0,0,,0,0,0,0,,0,,,2002,KBO 플레이오프,0,0,0,0,0,0,0
8,8,서성민,현대,0.000,1,1,1,,0,0,0,0,,0,,,2002,KBO 플레이오프,0,0,0,0,0,0,0
9,8,이숭용,현대,0.000,2,7,6,,0,0,0,0,,0,,,2002,KBO 플레이오프,0,0,1,0,2,0,0
10,8,조재호,현대,-,1,0,0,,0,0,0,0,,0,,,2002,KBO 플레이오프,0,0,0,0,0,0,0
11,8,최익성,현대,0.000,2,2,2,,0,0,0,0,,0,,,2002,KBO 플레이오프,0,0,0,0,2,0,0
12,8,폴,현대,0.000,1,3,3,,0,0,0,0,,0,,,2002,KBO 플레이오프,0,0,0,0,2,0,1
13,8,프랭클린,현대,0.000,2,8,7,,0,0,0,0,,0,,,2002,KBO 플레이오프,0,0,1,0,4,0,0
0,1,윤태수,두산,0.333,3,3,3,0,1,1,0,0,2,0,0,0,2002,KBO 시범경기,,,,,,,
1,2,김동주,두산,0.318,120,487,415,63,132,21,0,26,231,79,0,7,2002,KBO 시범경기,,,,,,,
2,3,송원국,두산,0.308,45,70,65,9,20,5,0,3,34,13,0,0,2002,KBO 시범경기,,,,,,,
3,4,강인권,두산,0.294,38,56,51,4,15,1,0,0,16,1,1,0,2002,KBO 시범경기,,,,,,,
4,5,홍성흔,두산,0.289,127,484,432,51,125,17,0,18,196,70,7,3,2002,KBO 시범경기,,,,,,,
5,6,안경현,두산,0.288,130,548,486,50,140,24,4,8,196,58,7,6,2002,KBO 시범경기,,,,,,,
6,7,장원진,두산,0.275,130,488,444,55,122,12,3,1,143,30,7,3,2002,KBO 시범경기,,,,,,,
7,8,최경환,두산,0.274,126,403,369,69,101,18,1,13,160,47,0,2,2002,KBO 시범경기,,,,,,,
8,9,김호,두산,0.262,91,179,164,13,43,4,1,4,61,16,5,0,2002,KBO 시범경기,,,,,,,
9,10,우즈,두산,0.256,119,469,407,53,104,18,3,25,203,82,0,7,2002,KBO 시범경기,,,,,,,
10,11,강봉규,두산,0.250,93,182,160,30,40,6,1,5,63,25,3,1,2002,KBO 시범경기,,,,,,,
11,12,전상렬,두산,0.246,125,290,268,39,66,12,2,5,97,26,2,2,2002,KBO 시범경기,,,,,,,
12,13,심재학,두산,0.245,119,463,383,56,94,16,3,15,161,57,0,7,2002,KBO 시범경기,,,,,,,
13,14,정수근,두산,0.235,122,482,426,58,100,9,2,3,122,22,8,1,2002,KBO 시범경기,,,,,,,
14,15,유재웅,두산,0.211,52,61,57,3,12,1,0,1,16,5,0,0,2002,KBO 시범경기,,,,,,,
15,16,홍원기,두산,0.171,109,191,170,17,29,6,0,1,38,11,1,3,2002,KBO 시범경기,,,,,,,
16,17,김민호,두산,0.156,95,185,160,14,25,3,1,2,36,11,6,4,2002,KBO 시범경기,,,,,,,
17,18,문희성,두산,0.125,13,19,16,0,2,0,0,0,2,2,0,0,2002,KBO 시범경기,,,,,,,
18,19,고영민,두산,0.100,16,10,10,1,1,0,0,0,1,1,0,0,2002,KBO 시범경기,,,,,,,
19,20,이종민,두산,0.091,14,12,11,2,1,0,0,0,1,0,0,0,2002,KBO 시범경기,,,,,,,
20,21,김성균,두산,0.000,3,1,1,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
21,21,김학재,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
22,21,레스,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
23,21,이경환,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
24,21,이상훈,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
25,21,이재영,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
26,21,이혜천,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
27,21,진필중,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
28,21,차명주,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
0,1,김성균,두산,1.000,3,1,1,,1,0,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,0,0,0
1,2,장원진,두산,0.441,9,36,34,,15,2,0,1,,2,,,2002,KBO 와일드카드,2,0,1,1,1,1,0
2,3,강인권,두산,0.389,9,19,18,,7,0,0,0,,1,,,2002,KBO 와일드카드,0,0,1,0,1,1,0
3,4,강봉규,두산,0.313,8,18,16,,5,2,0,1,,2,,,2002,KBO 와일드카드,1,0,1,0,5,1,1
4,5,전상렬,두산,0.292,11,25,24,,7,3,1,0,,4,,,2002,KBO 와일드카드,0,0,1,0,2,0,0
5,6,안경현,두산,0.258,11,37,31,,8,3,0,0,,5,,,2002,KBO 와일드카드,0,1,5,1,4,3,2
6,7,김동주,두산,0.257,10,40,35,,9,4,0,2,,7,,,2002,KBO 와일드카드,0,0,5,0,5,1,1
7,8,최경환,두산,0.250,11,27,20,,5,2,0,0,,1,,,2002,KBO 와일드카드,3,0,5,2,0,1,0
8,8,홍원기,두산,0.250,8,20,20,,5,1,0,0,,1,,,2002,KBO 와일드카드,0,0,0,0,3,1,2
9,10,문희성,두산,0.235,9,19,17,,4,0,0,1,,4,,,2002,KBO 와일드카드,1,1,1,1,3,1,0
10,11,홍성흔,두산,0.227,7,22,22,,5,1,0,0,,4,,,2002,KBO 와일드카드,0,0,0,0,3,0,0
11,12,정수근,두산,0.212,9,35,33,,7,1,0,0,,0,,,2002,KBO 와일드카드,2,0,2,0,3,0,0
12,13,심재학,두산,0.208,8,28,24,,5,1,0,2,,7,,,2002,KBO 와일드카드,0,0,3,1,5,0,0
13,14,송원국,두산,0.200,8,17,15,,3,0,0,0,,0,,,2002,KBO 와일드카드,0,0,1,1,1,1,2
14,14,유재웅,두산,0.200,10,22,20,,4,1,0,1,,1,,,2002,KBO 와일드카드,0,0,2,0,6,0,0
15,16,우즈,두산,0.160,8,27,25,,4,0,0,2,,8,,,2002,KBO 와일드카드,0,0,1,0,10,3,0
16,17,김호,두산,0.143,8,14,14,,2,1,0,0,,1,,,2002,KBO 와일드카드,1,0,0,0,4,0,1
17,18,고영민,두산,0.000,6,3,2,,0,0,0,0,,0,,,2002,KBO 와일드카드,0,0,1,0,1,0,2
18,18,이대현,두산,0.000,4,2,2,,0,0,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,1,0,0
19,18,이민택,두산,0.000,1,1,1,,0,0,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,1,0,1
20,18,이혜천,두산,-,1,0,0,,0,0,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,0,0,0
0,1,김재구,SK,0.429,15,15,14,3,6,0,0,1,9,5,0,0,2002,KBO 시범경기,,,,,,,
1,2,이진영,SK,0.308,128,475,419,73,129,22,8,13,206,40,6,3,2002,KBO 시범경기,,,,,,,
2,3,안재만,SK,0.294,5,20,17,3,5,1,0,1,9,2,0,0,2002,KBO 시범경기,,,,,,,
3,4,채종범,SK,0.291,127,557,478,79,139,19,2,17,213,68,11,3,2002,KBO 시범경기,,,,,,,
4,5,이호준,SK,0.288,129,499,444,76,128,24,2,23,225,64,4,2,2002,KBO 시범경기,,,,,,,
5,6,잉글린,SK,0.282,78,279,248,33,70,18,0,6,106,36,0,3,2002,KBO 시범경기,,,,,,,
6,7,정경배,SK,0.281,75,174,153,19,43,11,1,2,62,14,4,2,2002,KBO 시범경기,,,,,,,
7,8,페르난데스,SK,0.281,132,556,499,81,140,24,0,45,299,107,0,1,2002,KBO 시범경기,,,,,,,
8,9,조원우,SK,0.269,116,329,297,42,80,8,2,8,116,36,7,2,2002,KBO 시범경기,,,,,,,
9,10,양현석,SK,0.267,88,223,191,23,51,4,0,6,73,25,1,2,2002,KBO 시범경기,,,,,,,
10,11,최태원,SK,0.262,121,300,260,28,68,7,2,2,85,22,10,2,2002,KBO 시범경기,,,,,,,
11,12,김민재,SK,0.258,131,548,488,51,126,21,3,12,189,50,19,4,2002,KBO 시범경기,,,,,,,
12,13,김기태,SK,0.257,101,337,284,32,73,15,1,9,117,46,3,3,2002,KBO 시범경기,,,,,,,
13,14,김동수,SK,0.243,95,299,251,28,61,10,2,11,108,32,14,3,2002,KBO 시범경기,,,,,,,
14,15,송재익,SK,0.229,116,78,70,13,16,3,1,0,21,5,1,0,2002,KBO 시범경기,,,,,,,
15,16,강성우,SK,0.216,62,100,88,2,19,2,0,0,21,8,8,2,2002,KBO 시범경기,,,,,,,
16,17,양용모,SK,0.215,74,116,107,14,23,8,0,1,34,10,5,1,2002,KBO 시범경기,,,,,,,
17,18,조경환,SK,0.214,93,310,280,37,60,15,3,13,120,33,2,2,2002,KBO 시범경기,,,,,,,
18,19,정상호,SK,0.179,28,43,39,1,7,0,0,0,7,4,1,1,2002,KBO 시범경기,,,,,,,
19,20,김동건,SK,0.167,10,6,6,0,1,0,0,0,1,0,0,0,2002,KBO 시범경기,,,,,,,
20,21,강혁,SK,0.149,31,49,47,3,7,2,0,0,9,2,0,0,2002,KBO 시범경기,,,,,,,
21,22,김강민,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
22,22,박계원,SK,-,3,0,0,1,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
23,22,오승준,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
24,22,윤형국,SK,-,11,1,0,1,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
25,22,이대수,SK,-,3,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
26,22,정대현,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
27,22,조동화,SK,0.000,4,1,1,1,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
28,22,조웅천,SK,-,2,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
29,22,채병용,SK,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
0,1,박계원,SK,0.500,8,2,2,,1,0,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,0,0,0
1,2,양용모,SK,0.455,10,13,11,,5,2,0,1,,3,,,2002,KBO 와일드카드,1,0,2,0,3,1,0
2,3,김기태,SK,0.400,8,24,20,,8,0,0,1,,5,,,2002,KBO 와일드카드,1,0,3,0,6,0,0
3,4,조경환,SK,0.385,8,33,26,,10,2,0,2,,8,,,2002,KBO 와일드카드,0,1,5,1,9,1,1
4,5,김동수,SK,0.333,11,26,24,,8,2,0,1,,2,,,2002,KBO 와일드카드,0,0,1,0,5,1,0
5,6,김민재,SK,0.324,11,40,37,,12,0,0,0,,3,,,2002,KBO 와일드카드,0,1,3,0,5,1,2
6,7,이진영,SK,0.297,11,42,37,,11,2,0,2,,6,,,2002,KBO 와일드카드,2,2,5,0,12,0,0
7,8,페르난데스,SK,0.292,13,51,48,,14,2,0,1,,2,,,2002,KBO 와일드카드,1,0,3,0,16,1,3
8,9,조원우,SK,0.281,11,34,32,,9,1,0,1,,6,,,2002,KBO 와일드카드,1,1,2,0,3,3,0
9,10,안재만,SK,0.273,11,35,33,,9,4,0,0,,5,,,2002,KBO 와일드카드,0,1,2,0,3,1,0
10,11,송재익,SK,0.250,12,15,12,,3,1,0,0,,1,,,2002,KBO 와일드카드,1,1,3,0,4,0,1
11,11,양현석,SK,0.250,10,23,20,,5,1,0,1,,4,,,2002,KBO 와일드카드,1,1,3,0,3,0,1
12,13,이호준,SK,0.229,13,58,48,,11,1,0,2,,6,,,2002,KBO 와일드카드,0,1,9,0,2,2,1
13,14,최태원,SK,0.217,10,27,23,,5,2,0,0,,5,,,2002,KBO 와일드카드,1,0,4,0,2,1,0
14,15,윤형국,SK,0.200,12,10,10,,2,0,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,3,0,0
15,16,정상호,SK,0.158,13,23,19,,3,1,0,1,,2,,,2002,KBO 와일드카드,0,0,3,1,5,0,5
16,17,채종범,SK,0.152,13,35,33,,5,0,0,0,,1,,,2002,KBO 와일드카드,0,0,2,0,9,0,0
17,18,정경배,SK,0.125,11,17,16,,2,0,0,0,,0,,,2002,KBO 와일드카드,1,0,1,0,2,0,0
18,19,강성우,SK,0.000,10,2,2,,0,0,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,1,0,0
0,25,마정길,한화,-,6,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
1,25,박정진,한화,-,3,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
2,25,방진호,한화,-,2,0,0,1,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
3,25,서창호,한화,-,14,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
4,25,송진우,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
5,25,이상목,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
6,25,임주택,한화,0.000,6,6,6,0,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
7,25,정성열,한화,0.000,9,9,9,0,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
8,25,조규수,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
9,25,지승민,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
10,25,최영필,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
11,25,파라,한화,-,4,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
12,25,피코타,한화,-,3,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
0,25,마정길,한화,-,6,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
1,25,박정진,한화,-,3,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
2,25,방진호,한화,-,2,0,0,1,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
3,25,서창호,한화,-,14,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
4,25,송진우,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
5,25,이상목,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
6,25,임주택,한화,0.000,6,6,6,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
7,25,정성열,한화,0.000,9,9,9,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
8,25,조규수,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
9,25,지승민,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
10,25,최영필,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
11,25,파라,한화,-,4,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
12,25,피코타,한화,-,3,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
0,1,김종석,한화,0.367,11,37,30,,11,2,0,2,,6,,,2002,KBO 와일드카드,0,0,7,0,6,0,0
1,2,가르시아,한화,0.333,11,37,36,,12,1,1,3,,6,,,2002,KBO 와일드카드,0,1,0,0,10,0,1
2,2,데이비스,한화,0.333,10,35,33,,11,5,0,1,,8,,,2002,KBO 와일드카드,3,0,2,0,4,1,2
3,2,조효상,한화,0.333,6,3,3,,1,0,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,1,0,0
4,2,채상병,한화,0.333,4,3,3,,1,0,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,1,0,0
5,6,이영우,한화,0.324,11,42,37,,12,5,0,2,,5,,,2002,KBO 와일드카드,1,1,4,1,6,2,0
6,7,이도형,한화,0.316,11,38,38,,12,2,0,3,,8,,,2002,KBO 와일드카드,0,0,0,0,8,0,1
7,8,김수연,한화,0.308,11,29,26,,8,1,1,0,,3,,,2002,KBO 와일드카드,1,1,3,0,1,0,0
8,9,강석천,한화,0.286,8,14,14,,4,1,0,0,,2,,,2002,KBO 와일드카드,0,0,0,0,2,3,1
9,10,임수민,한화,0.250,10,25,24,,6,0,0,1,,2,,,2002,KBO 와일드카드,0,0,1,0,2,1,0
10,10,장종훈,한화,0.250,4,16,16,,4,2,0,1,,4,,,2002,KBO 와일드카드,0,0,0,0,9,0,0
11,10,황우구,한화,0.250,9,16,16,,4,1,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,2,0,1
12,13,김태균,한화,0.235,11,39,34,,8,5,0,1,,4,,,2002,KBO 와일드카드,1,0,4,1,14,0,2
13,14,송혁,한화,0.200,6,7,5,,1,0,0,0,,0,,,2002,KBO 와일드카드,0,0,1,1,2,0,0
14,15,이범호,한화,0.167,7,6,6,,1,1,0,0,,2,,,2002,KBO 와일드카드,0,0,0,0,1,0,0
15,16,송지만,한화,0.111,6,20,18,,2,0,0,0,,1,,,2002,KBO 와일드카드,0,0,1,0,6,1,0
16,17,백재호,한화,0.087,11,24,23,,2,0,0,1,,1,,,2002,KBO 와일드카드,0,0,1,0,7,1,0
17,18,마정길,한화,-,1,0,0,,0,0,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,0,0,0
18,18,임주택,한화,0.000,3,4,4,,0,0,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,4,0,0
19,18,정진원,한화,-,1,0,0,,0,0,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,0,0,0
20,18,조경택,한화,0.000,8,3,3,,0,0,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,1,0,0
21,18,허준,한화,0.000,10,10,9,,0,0,0,0,,0,,,2002,KBO 와일드카드,1,0,1,0,2,0,0
0,30,김장현,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
1,30,김제빈,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
2,30,김풍철,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
3,30,노승욱,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
4,30,문규현,롯데,0.000,1,1,1,0,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
5,30,에르난데스,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 정규시즌,,,,,,,
0,30,김장현,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
1,30,김제빈,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
2,30,김풍철,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
3,30,노승욱,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
4,30,문규현,롯데,0.000,1,1,1,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
5,30,에르난데스,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,2002,KBO 시범경기,,,,,,,
0,1,이대호,롯데,0.359,11,40,39,,14,3,0,1,,4,,,2002,KBO 와일드카드,0,0,1,0,8,1,1
1,2,김응국,롯데,0.333,8,27,24,,8,0,0,1,,6,,,2002,KBO 와일드카드,1,0,3,0,3,0,0
2,2,박경진,롯데,0.333,8,6,6,,2,1,0,0,,0,,,2002,KBO 와일드카드,0,1,0,0,0,1,0
3,2,박상민,롯데,0.333,7,3,3,,1,0,0,0,,0,,,2002,KBO 와일드카드,0,1,0,0,1,0,0
4,5,조성환,롯데,0.313,11,20,16,,5,1,0,1,,3,,,2002,KBO 와일드카드,0,0,0,2,4,0,1
5,6,김대익,롯데,0.308,11,28,26,,8,1,0,0,,2,,,2002,KBO 와일드카드,0,0,2,0,3,0,1
6,7,최기문,롯데,0.304,8,25,23,,7,1,0,0,,4,,,2002,KBO 와일드카드,2,0,1,1,2,0,0
7,8,이계성,롯데,0.300,10,23,20,,6,0,0,1,,3,,,2002,KBO 와일드카드,0,0,3,0,6,2,0
8,9,박현승,롯데,0.294,11,36,34,,10,0,0,0,,1,,,2002,KBO 와일드카드,0,1,2,0,8,4,2
9,10,박정태,롯데,0.273,10,33,33,,9,2,1,1,,6,,,2002,KBO 와일드카드,0,0,0,0,3,1,1
10,11,허일상,롯데,0.250,5,5,4,,1,0,0,0,,0,,,2002,KBO 와일드카드,0,0,1,0,2,0,1
11,12,김정현,롯데,0.200,4,5,5,,1,0,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,1,0,0
12,13,베로아,롯데,0.154,8,32,26,,4,1,0,0,,1,,,2002,KBO 와일드카드,0,0,5,1,10,1,0
13,14,신명철,롯데,0.125,10,9,8,,1,0,0,0,,1,,,2002,KBO 와일드카드,0,0,0,1,2,0,0
14,15,허문회,롯데,0.111,7,9,9,,1,0,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,2,0,0
15,16,김주찬,롯데,0.107,9,30,28,,3,0,0,0,,0,,,2002,KBO 와일드카드,2,0,1,1,7,1,1
16,17,윤재국,롯데,0.080,13,27,25,,2,0,0,0,,0,,,2002,KBO 와일드카드,0,0,2,0,7,0,0
17,18,강상수,롯데,-,2,0,0,,0,0,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,0,0,0
18,18,박기혁,롯데,0.000,8,5,5,,0,0,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,4,0,0
19,18,이동욱,롯데,0.000,4,2,2,,0,0,0,0,,0,,,2002,KBO 와일드카드,0,1,0,0,0,0,0
20,18,이우민,롯데,-,2,0,0,,0,0,0,0,,0,,,2002,KBO 와일드카드,0,0,0,0,0,0,0
0,1,정성훈,현대,0.385,7,30,26,,10,2,1,0,,3,,,2003,KBO 정규시즌,0,1,3,0,5,1,0
1,2,이숭용,현대,0.346,7,30,26,,9,0,0,1,,4,,,2003,KBO 정규시즌,0,1,3,1,6,1,0
2,3,브룸바,현대,0.320,7,28,25,,8,2,0,0,,10,,,2003,KBO 정규시즌,1,0,3,0,5,0,0
3,4,전준호,현대,0.292,7,30,24,,7,3,0,0,,4,,,2003,KBO 정규시즌,0,2,3,2,7,0,0
4,5,박진만,현대,0.273,7,26,22,,6,0,1,0,,2,,,2003,KBO 정규시즌,0,0,1,1,6,0,0
5,6,박종호,현대,0.259,7,32,27,,7,0,0,1,,4,,,2003,KBO 정규시즌,0,0,3,1,4,0,2
6,7,김민우,현대,0.200,4,5,5,,1,0,0,0,,0,,,2003,KBO 정규시즌,0,0,0,0,1,0,0
7,8,김동수,현대,0.167,7,27,24,,4,1,0,0,,1,,,2003,KBO 정규시즌,0,0,3,0,7,0,0
8,9,심정수,현대,0.154,7,30,26,,4,1,0,0,,3,,,2003,KBO 정규시즌,0,0,4,0,8,1,0
9,10,이택근,현대,0.077,7,15,13,,1,0,0,0,,0,,,2003,KBO 정규시즌,0,0,0,0,1,1,0
10,11,전근표,현대,0.000,6,7,4,,0,0,0,0,,0,,,2003,KBO 정규시즌,0,0,3,0,3,0,0
11,11,정수성,현대,0.000,5,2,1,,0,0,0,0,,0,,,2003,KBO 정규시즌,0,0,1,0,0,0,0
12,11,채종국,현대,0.000,1,1,1,,0,0,0,0,,0,,,2003,KBO 정규시즌,0,0,0,0,0,0,0
0,1,정수성,현대,0.375,26,10,8,3,3,0,0,0,3,0,1,0,2003,KBO 시범경기,,,,,,,
1,2,김민우,현대,0.368,15,22,19,1,7,1,0,0,8,2,0,0,2003,KBO 시범경기,,,,,,,
2,3,정성훈,현대,0.343,91,379,338,55,116,17,0,13,172,51,9,1,2003,KBO 시범경기,,,,,,,
3,4,심정수,현대,0.335,133,601,460,110,154,16,1,53,331,142,0,8,2003,KBO 시범경기,,,,,,,
4,5,김동수,현대,0.308,117,441,367,48,113,15,1,16,178,68,15,6,2003,KBO 시범경기,,,,,,,
5,6,브룸바,현대,0.303,70,297,264,45,80,18,1,14,142,51,0,2,2003,KBO 시범경기,,,,,,,
6,7,이숭용,현대,0.294,133,573,511,70,150,25,0,18,229,76,7,4,2003,KBO 시범경기,,,,,,,
7,8,박종호,현대,0.293,131,597,502,90,147,26,4,6,199,61,26,4,2003,KBO 시범경기,,,,,,,
8,9,박진만,현대,0.283,129,515,421,68,119,26,0,16,193,48,22,4,2003,KBO 시범경기,,,,,,,
9,10,이택근,현대,0.278,101,243,212,26,59,11,0,4,82,17,6,1,2003,KBO 시범경기,,,,,,,
10,11,전준호,현대,0.269,129,533,442,79,119,16,6,3,156,38,20,2,2003,KBO 시범경기,,,,,,,
11,12,강귀태,현대,0.256,66,132,117,19,30,6,0,3,45,12,4,0,2003,KBO 시범경기,,,,,,,
12,12,전근표,현대,0.256,61,182,156,19,40,7,0,7,68,21,2,0,2003,KBO 시범경기,,,,,,,
13,14,조재호,현대,0.244,97,151,135,18,33,6,0,2,45,13,4,0,2003,KBO 시범경기,,,,,,,
14,15,채종국,현대,0.241,90,164,137,18,33,8,0,3,50,16,12,2,2003,KBO 시범경기,,,,,,,
